"","Newspaper","City","State","Year","County","Full_State","GISJOIN","STATEICP","STATEFIPS","COUNTYFIPS","VARIABLE NAME"
"500","The Virginia Star","Richmond","VA",1880,"Chesterfield","Virginia","G4900210","40","51","410",NA
"501","The Virginia Star","Richmond","VA",1881,"Henrico","Virginia","G5105100","40","51","870",NA
"502","The Virginia Star","Richmond","VA",1881,"Chesterfield","Virginia","G4900210","40","51","410",NA
"503","The Virginia Star","Richmond","VA",1882,"Henrico","Virginia","G5105100","40","51","870",NA
"504","The Virginia Star","Richmond","VA",1882,"Chesterfield","Virginia","G4900210","40","51","410",NA
"505","The Washington Bee","Washington","DC",1886,"District Of Columbia","District of Columbia",NA,NA,NA,NA,NA
"506","The Washington Bee","Washington","DC",1887,"District Of Columbia","District of Columbia",NA,NA,NA,NA,NA
"507","The Washington Bee","Washington","DC",1888,"District Of Columbia","District of Columbia",NA,NA,NA,NA,NA
"508","The Washington Bee","Washington","DC",1889,"District Of Columbia","District of Columbia",NA,NA,NA,NA,NA
"509","The Washington Bee","Washington","DC",1890,"District Of Columbia","District of Columbia",NA,NA,NA,NA,NA
"510","The Washington Bee","Washington","DC",1891,"District Of Columbia","District of Columbia",NA,NA,NA,NA,NA
"511","The Washington Bee","Washington","DC",1892,"District Of Columbia","District of Columbia",NA,NA,NA,NA,NA
"512","The Washington Bee","Washington","DC",1893,"District Of Columbia","District of Columbia",NA,NA,NA,NA,NA
"513","The Washington Bee","Washington","DC",1894,"District Of Columbia","District of Columbia",NA,NA,NA,NA,NA
"514","The Washington Bee","Washington","DC",1895,"District Of Columbia","District of Columbia",NA,NA,NA,NA,NA
"515","The Washington Bee","Washington","DC",1896,"District Of Columbia","District of Columbia",NA,NA,NA,NA,NA
"516","The Washington Bee","Washington","DC",1897,"District Of Columbia","District of Columbia",NA,NA,NA,NA,NA
"517","The Washington Bee","Washington","DC",1898,"District Of Columbia","District of Columbia",NA,NA,NA,NA,NA
"518","The Washington Bee","Washington","DC",1899,"District Of Columbia","District of Columbia",NA,NA,NA,NA,NA
"519","The Washington Bee","Washington","DC",1900,"District Of Columbia","District of Columbia",NA,NA,NA,NA,NA
"520","The Washington Bee","Washington","DC",1901,"District Of Columbia","District of Columbia",NA,NA,NA,NA,NA
"521","The Washington Bee","Washington","DC",1902,"District Of Columbia","District of Columbia",NA,NA,NA,NA,NA
"522","The Washington Bee","Washington","DC",1903,"District Of Columbia","District of Columbia",NA,NA,NA,NA,NA
"523","The Washington Bee","Washington","DC",1906,"District Of Columbia","District of Columbia",NA,NA,NA,NA,NA
"524","The Washington Bee","Washington","DC",1912,"District Of Columbia","District of Columbia",NA,NA,NA,NA,NA
"525","The Weekly Avalanche","Des Moines","IA",1893,"Polk","Iowa","G1900350","31","19","1530",NA
"526","The Weekly Defiance","Atlanta","GA",1882,"Fulton","Georgia","G1300030","44","13","1210",NA
"527","The Weekly Defiance","Atlanta","GA",1883,"Fulton","Georgia","G1300030","44","13","1210",NA
"528","The Weekly Louisianian","New Orleans","LA",1877,"Orleans","Louisiana","G2101930","45","22","710",NA
"529","The Weekly Review","New Albany","IN",1881,"Union","Indiana","G1800430","22","18","1610",NA
"530","Western Appeal","Saint Paul","MN",1885,"Ramsey","Minnesota","G2700050","33","27","1230",NA
"531","Western Appeal","Saint Paul","MN",1887,"Ramsey","Minnesota","G2700050","33","27","1230",NA
"532","Western Appeal","Saint Paul","MN",1888,"Ramsey","Minnesota","G2700050","33","27","1230",NA
"533","The Wichita Tribune","Wichita","KS",1898,"Sedgwick","Kansas","G2000550","32","20","1730",NA
"534","The Wichita Tribune","Wichita","KS",1899,"Sedgwick","Kansas","G2000550","32","20","1730",NA
"535","The Wisconsin Labor Advocate","Lacrosse","WI",1886,"La Crosse","Wisconsin","G5400550","25","55","630",NA
"536","The Wisconsin Labor Advocate","Lacrosse","WI",1887,"La Crosse","Wisconsin","G5400550","25","55","630",NA
"537","Woman's Era","Boston","MA",1894,"Suffolk","Massachusetts","G2201150","3","25","250",NA
"538","Woman's Era","Boston","MA",1895,"Suffolk","Massachusetts","G2201150","3","25","250",NA
"539","Woman's Era","Boston","MA",1896,"Suffolk","Massachusetts","G2201150","3","25","250",NA
"540","Woman's Era","Boston","MA",1897,"Suffolk","Massachusetts","G2201150","3","25","250",NA
"541","The World","Seattle","WA",1899,"King","Washington","G5107350","73","53","330",NA
"542","The Advance","Willmington","DE",1900,"New Castle","Delaware","G0800290","11","10","30",NA
"543","The Advocate","Charleston","WV",1907,"Kanawha","West Virginia","G5108999","56","54","390",NA
"544","The Advocate","Charleston","WV",1908,"Kanawha","West Virginia","G5108999","56","54","390",NA
"545","The Advocate","Charleston","WV",1909,"Kanawha","West Virginia","G5108999","56","54","390",NA
"546","The Advocate","Charleston","WV",1910,"Kanawha","West Virginia","G5108999","56","54","390",NA
"547","The Advocate","Charleston","WV",1911,"Kanawha","West Virginia","G5108999","56","54","390",NA
"548","The Advocate","Charleston","WV",1912,"Kanawha","West Virginia","G5108999","56","54","390",NA
"549","The Afro-American Citizen","Charleston","SC",1900,"Charleston","South Carolina","G4200450","48","45","190",NA
"550","The Afro-American Ledger","Baltimore","MD",1906,"Baltimore City","Maryland","G2200890","52","24","5100",NA
"551","The Afro-American Ledger","Baltimore","MD",1907,"Baltimore City","Maryland","G2200890","52","24","5100",NA
"552","The Afro-American Ledger","Baltimore","MD",1908,"Baltimore City","Maryland","G2200890","52","24","5100",NA
"553","The Afro-American Ledger","Baltimore","MD",1909,"Baltimore City","Maryland","G2200890","52","24","5100",NA
"554","The Afro-American Ledger","Baltimore","MD",1910,"Baltimore City","Maryland","G2200890","52","24","5100",NA
"555","The Afro-American Ledger","Baltimore","MD",1911,"Baltimore City","Maryland","G2200890","52","24","5100",NA
"556","The Afro-American Ledger","Baltimore","MD",1912,"Baltimore City","Maryland","G2200890","52","24","5100",NA
"557","The Afro-American Ledger","Baltimore","MD",1913,"Baltimore City","Maryland","G2200890","52","24","5100",NA
"558","The Afro-American Ledger","Baltimore","MD",1914,"Baltimore City","Maryland","G2200890","52","24","5100",NA
"559","The Afro-American Ledger","Baltimore","MD",1915,"Baltimore City","Maryland","G2200890","52","24","5100",NA
"560","The Afro-American Ledger","Baltimore","MD",1916,"Baltimore City","Maryland","G2200890","52","24","5100",NA
"561","The Afro-American Ledger","Baltimore","MD",1917,"Baltimore City","Maryland","G2200890","52","24","5100",NA
"562","Afro American Mission Herald","Louisville","KY",1900,"Jefferson","Kentucky","G2002030","51","21","1110",NA
"563","Afro American Mission Herald","Louisville","KY",1901,"Jefferson","Kentucky","G2002030","51","21","1110",NA
"564","American Baptist","Louisville","KY",1903,"Jefferson","Kentucky","G2002030","51","21","1110",NA
"565","American Baptist","Louisville","KY",1904,"Jefferson","Kentucky","G2002030","51","21","1110",NA
"566","The American Eagle","St. Louis","MO",1905,"St Louis","Missouri","G2900730","34","29","1890",NA
"567","The American Guide","Little Rock","AR",1900,"Pulaski","Arkansas","G0500010","42","5","1190",NA
"568","The Appeal","Saint Paul","MN",1903,"Ramsey","Minnesota","G2700050","33","27","1230",NA
"569","The Atlanta Age","Atlanta","GA",1900,"Fulton","Georgia","G1300030","44","13","1210",NA
"570","The Augusta Union","Augusta","GA",1900,"Richmond","Georgia","G1301270","44","13","2450",NA
"571","The Boston Advance","Boston","MA",1900,"Suffolk","Massachusetts","G2201150","3","25","250",NA
"572","The Boston Courant","Boston","MA",1900,"Suffolk","Massachusetts","G2201150","3","25","250",NA
"573","The Christian Banner","Philadelphia","PA",1900,"Philadelphia","Pennsylvania","G4100550","14","42","1010",NA
"574","Columbus Chronicle","Columbus","GA",1900,"Muscogee","Georgia","G1300970","44","13","2150",NA
"575","The Defender","Philadelphia","PA",1900,"Philadelphia","Pennsylvania","G4100550","14","42","1010",NA
"576","The Denver Star","Denver","CO",1913,"Denver","Colorado","G0600310","62","8","310",NA
"577","The Denver Star","Denver","CO",1914,"Denver","Colorado","G0600310","62","8","310",NA
"578","The Denver Star","Denver","CO",1915,"Denver","Colorado","G0600310","62","8","310",NA
"579","The Denver Star","Denver","CO",1916,"Denver","Colorado","G0600310","62","8","310",NA
"580","The Denver Star","Denver","CO",1917,"Denver","Colorado","G0600310","62","8","310",NA
"581","The Denver Star","Denver","CO",1918,"Denver","Colorado","G0600310","62","8","310",NA
"582","The Enterprise","Omaha","NE",1900,"Douglas","Nebraska","G3000510","35","31","550",NA
"583","The Florida Evangelist","Jacksonville","FL",1900,"Duval","Florida","G0800650","43","12","310",NA
"584","The Florida Sentinel","Pensacola","FL",1900,"Escambia","Florida","G0800670","43","12","330",NA
"585","The Florida Sentinel","Pensacola","FL",1904,"Escambia","Florida","G0800670","43","12","330",NA
"586","The Florida Sentinel","Pensacola","FL",1912,"Escambia","Florida","G0800670","43","12","330",NA
"587","The Forum","Springfield","IL",1906,"Sangamon","Illinois","G1700490","21","17","1670",NA
"588","The Forum","Springfield","IL",1907,"Sangamon","Illinois","G1700490","21","17","1670",NA
"589","The Forum","Springfield","IL",1908,"Sangamon","Illinois","G1700490","21","17","1670",NA
"590","The Forum","Springfield","IL",1909,"Sangamon","Illinois","G1700490","21","17","1670",NA
"591","The Forum","Springfield","IL",1910,"Sangamon","Illinois","G1700490","21","17","1670",NA
"592","The Forum","Springfield","IL",1911,"Sangamon","Illinois","G1700490","21","17","1670",NA
"593","The Forum","Springfield","IL",1914,"Sangamon","Illinois","G1700490","21","17","1670",NA
"594","The Forum","Springfield","IL",1915,"Sangamon","Illinois","G1700490","21","17","1670",NA
"595","The Forum","Springfield","IL",1916,"Sangamon","Illinois","G1700490","21","17","1670",NA
"596","The Forum","Springfield","IL",1917,"Sangamon","Illinois","G1700490","21","17","1670",NA
"597","Franklin's Paper The Denver Star","Denver","CO",1912,"Denver","Colorado","G0600310","62","8","310",NA
"598","Franklin's Paper The Denver Star","Denver","CO",1913,"Denver","Colorado","G0600310","62","8","310",NA
"599","Franklin's Paper The Statesman","Denver","CO",1906,"Denver","Colorado","G0600310","62","8","310",NA
"600","Franklin's Paper The Statesman","Denver","CO",1907,"Denver","Colorado","G0600310","62","8","310",NA
"601","Franklin's Paper The Statesman","Denver","CO",1908,"Denver","Colorado","G0600310","62","8","310",NA
"602","Franklin's Paper The Statesman","Denver","CO",1909,"Denver","Colorado","G0600310","62","8","310",NA
"603","Franklin's Paper The Statesman","Denver","CO",1910,"Denver","Colorado","G0600310","62","8","310",NA
"604","Franklin's Paper The Statesman","Denver","CO",1911,"Denver","Colorado","G0600310","62","8","310",NA
"605","Franklin's Paper The Statesman","Denver","CO",1912,"Denver","Colorado","G0600310","62","8","310",NA
"606","The Free State","Brandon","MS",1900,"Rankin","Mississippi","G2800030","46","28","1210",NA
"607","The Freeman","Indianapolis","IN",1890,"Marion","Indiana","G1701830","22","18","970",NA
"608","The Freeman","Indianapolis","IN",1891,"Marion","Indiana","G1701830","22","18","970",NA
"609","The Freeman","Indianapolis","IN",1892,"Marion","Indiana","G1701830","22","18","970",NA
"610","The Freeman","Indianapolis","IN",1893,"Marion","Indiana","G1701830","22","18","970",NA
"611","The Freeman","Indianapolis","IN",1894,"Marion","Indiana","G1701830","22","18","970",NA
"612","The Freeman","Indianapolis","IN",1895,"Marion","Indiana","G1701830","22","18","970",NA
"613","The Freeman","Indianapolis","IN",1896,"Marion","Indiana","G1701830","22","18","970",NA
"614","The Freeman","Indianapolis","IN",1897,"Marion","Indiana","G1701830","22","18","970",NA
"615","The Freeman","Indianapolis","IN",1898,"Marion","Indiana","G1701830","22","18","970",NA
"616","The Freeman","Indianapolis","IN",1899,"Marion","Indiana","G1701830","22","18","970",NA
"617","The Gazette","Cleveland","OH",1900,"Cuyahoga","Ohio","G3800230","24","39","350",NA
"618","The Gazette","Cleveland","OH",1901,"Cuyahoga","Ohio","G3800230","24","39","350",NA
"619","The Gazette and Land Bulletin","Tampa","FL",1900,"Hillsborough","Florida","G0800910","43","12","570",NA
"620","The Gazette and Land Bulletin","Brunswick","GA",1900,"Glynn","Georgia","G1300090","44","13","1270",NA
"621","The Gazette and Land Bulletin","Waycross","GA",1900,"Ware","Georgia","G1301810","44","13","2990",NA
"622","The Huntsville Star","Huntsville","AL",1900,"Madison","Alabama","G0100890","41","1","890",NA
"623","The Independent","Houston","TX",1900,"Harris","Texas","G4800830","49","48","2010",NA
"624","The Indianapolis World","Indianapolis","IN",1900,"Marion","Indiana","G1701830","22","18","970",NA
"625","The Item","Dallas","TX",1900,"Dallas","Texas","G4701850","49","48","1130",NA
"626","The Jackson Headlight","Jackson","TN",1900,"Madison","Tennessee","G4601330","54","47","1130",NA
"627","Kansas City Observer","Kansas City","MO",1900,"Jackson","Missouri","G2801410","34","29","950",NA
"628","Kentucky Reporter","Owensboro","KY",1902,"Daviess","Kentucky","G2001510","51","21","590",NA
"629","Kentucky Reporter","Louisville","KY",1902,"Jefferson","Kentucky","G2002030","51","21","1110",NA
"630","The Lexington Standard","Lexington","KY",1900,"Fayette","Kentucky","G2001590","51","21","670",NA
"631","The Lexington Standard","Lexington","KY",1911,"Fayette","Kentucky","G2001590","51","21","670",NA
"632","The Light","Vicksburg","MS",1900,"Warren","Mississippi","G2800310","46","28","1490",NA
"633","The Macon Sentinel","Macon","GA",1900,"Bibb","Georgia","G1200390","44","13","210",NA
"634","Metropolis Weekly Gazette","Metropolis","IL",1911,"Massac","Illinois","G1700090","21","17","1270",NA
"635","Metropolis Weekly Gazette","Metropolis","IL",1912,"Massac","Illinois","G1700090","21","17","1270",NA
"636","Metropolis Weekly Gazette","Metropolis","IL",1913,"Massac","Illinois","G1700090","21","17","1270",NA
"637","Metropolis Weekly Gazette","Metropolis","IL",1914,"Massac","Illinois","G1700090","21","17","1270",NA
"638","Metropolis Weekly Gazette","Metropolis","IL",1915,"Massac","Illinois","G1700090","21","17","1270",NA
"639","Metropolis Weekly Gazette","Metropolis","IL",1916,"Massac","Illinois","G1700090","21","17","1270",NA
"640","Metropolis Weekly Gazette","Metropolis","IL",1917,"Massac","Illinois","G1700090","21","17","1270",NA
"641","Metropolis Weekly Gazette","Metropolis","IL",1918,"Massac","Illinois","G1700090","21","17","1270",NA
"642","Metropolis Weekly Gazette","Metropolis","IL",1919,"Massac","Illinois","G1700090","21","17","1270",NA
"643","Metropolis Weekly Gazette","Metropolis","IL",1920,"Massac","Illinois","G1700090","21","17","1270",NA
"644","Metropolis Weekly Gazette","Metropolis","IL",1921,"Massac","Illinois","G1700090","21","17","1270",NA
"645","Metropolis Weekly Gazette","Metropolis","IL",1922,"Massac","Illinois","G1700090","21","17","1270",NA
"646","The Missouri Messenger","Macon","MS",1900,"Noxubee","Mississippi","G2701590","46","28","1030",NA
"647","The Montana Plaindealer","Helena","MT",1906,"Lewis And Clark","Montana","G2901610","64","30","490",NA
"648","The Montana Plaindealer","Helena","MT",1911,"Lewis And Clark","Montana","G2901610","64","30","490",NA
"649","The Montgomery Enterprise","Montgomery","AL",1900,"Montgomery","Alabama","G0101010","41","1","1010",NA
"650","The Muskogee Cimeter","Muskogee Indian Territory","OK",1904,"Muskogee","Oklahoma","G3901590","53","40","1010",NA
"651","The Muskogee Cimeter","Muskogee Indian Territory","OK",1905,"Muskogee","Oklahoma","G3901590","53","40","1010",NA
"652","The Muskogee Cimeter","Muskogee Indian Territory","OK",1906,"Muskogee","Oklahoma","G3901590","53","40","1010",NA
"653","The Muskogee Cimeter","Muskogee Indian Territory","OK",1907,"Muskogee","Oklahoma","G3901590","53","40","1010",NA
"654","The Muskogee Cimeter","Muskogee Indian Territory","OK",1908,"Muskogee","Oklahoma","G3901590","53","40","1010",NA
"655","The Muskogee Cimeter","Muskogee Indian Territory","OK",1909,"Muskogee","Oklahoma","G3901590","53","40","1010",NA
"656","The Muskogee Cimeter","Muskogee Indian Territory","OK",1910,"Muskogee","Oklahoma","G3901590","53","40","1010",NA
"657","The Muskogee Cimeter","Muskogee Indian Territory","OK",1911,"Muskogee","Oklahoma","G3901590","53","40","1010",NA
"658","The Muskogee Cimeter","Muskogee Indian Territory","OK",1912,"Muskogee","Oklahoma","G3901590","53","40","1010",NA
"659","The Muskogee Cimeter","Muskogee Indian Territory","OK",1913,"Muskogee","Oklahoma","G3901590","53","40","1010",NA
"660","The Muskogee Cimeter","Muskogee Indian Territory","OK",1915,"Muskogee","Oklahoma","G3901590","53","40","1010",NA
"661","The Muskogee Cimeter","Muskogee Indian Territory","OK",1916,"Muskogee","Oklahoma","G3901590","53","40","1010",NA
"662","The Muskogee Cimeter","Muskogee Indian Territory","OK",1917,"Muskogee","Oklahoma","G3901590","53","40","1010",NA
"663","The Muskogee Cimeter","Muskogee Indian Territory","OK",1918,"Muskogee","Oklahoma","G3901590","53","40","1010",NA
"664","The Muskogee Cimeter","Muskogee Indian Territory","OK",1919,"Muskogee","Oklahoma","G3901590","53","40","1010",NA
"665","The Muskogee Cimeter","Muskogee Indian Territory","OK",1920,"Muskogee","Oklahoma","G3901590","53","40","1010",NA
"666","The Nashville Globe","Nashville","TN",1907,"Davidson","Tennessee","G4600590","54","47","370",NA
"667","The Nashville Globe","Nashville","TN",1908,"Davidson","Tennessee","G4600590","54","47","370",NA
"668","The Nashville Globe","Nashville","TN",1909,"Davidson","Tennessee","G4600590","54","47","370",NA
"669","The Nashville Globe","Nashville","TN",1910,"Davidson","Tennessee","G4600590","54","47","370",NA
"670","The Nashville Globe","Nashville","TN",1911,"Davidson","Tennessee","G4600590","54","47","370",NA
"671","The Nashville Globe","Nashville","TN",1912,"Davidson","Tennessee","G4600590","54","47","370",NA
"672","The Nashville Globe","Nashville","TN",1913,"Davidson","Tennessee","G4600590","54","47","370",NA
"673","The Nashville Globe","Nashville","TN",1917,"Davidson","Tennessee","G4600590","54","47","370",NA
"674","The Nashville Globe","Nashville","TN",1918,"Davidson","Tennessee","G4600590","54","47","370",NA
"675","The National Forum","Washington","DC",1910,"District Of Columbia","District of Columbia",NA,NA,NA,NA,NA
"676","The National Pilot","Petersburg","VA",1900,"Dinwiddie","Virginia","G4900410","40","51","530",NA
"677","The National Pilot","Petersburg","VA",1900,"Prince George","Virginia","G5100650","40","51","1490",NA
"678","The Negro Appeal","Baltimore","MD",1900,"Baltimore City","Maryland","G2200890","52","24","5100",NA
"679","The New Age","Butte","MT",1902,"Silver Bow","Montana","G2902070","64","30","930",NA
"680","The New Age","Butte","MT",1903,"Silver Bow","Montana","G2902070","64","30","930",NA
"681","New York Age","New York","NY",1906,"New York","New York","G3500070","13","36","610",NA
"682","New York Age","New York","NY",1907,"New York","New York","G3500070","13","36","610",NA
"683","New York Age","New York","NY",1908,"New York","New York","G3500070","13","36","610",NA
"684","New York Age","New York","NY",1909,"New York","New York","G3500070","13","36","610",NA
"685","New York Age","New York","NY",1910,"New York","New York","G3500070","13","36","610",NA
"686","New York Age","New York","NY",1911,"New York","New York","G3500070","13","36","610",NA
"687","New York Age","New York","NY",1912,"New York","New York","G3500070","13","36","610",NA
"688","New York Age","New York","NY",1913,"New York","New York","G3500070","13","36","610",NA
"689","New York Age","New York","NY",1914,"New York","New York","G3500070","13","36","610",NA
"690","New York Age","New York","NY",1915,"New York","New York","G3500070","13","36","610",NA
"691","New York Age","New York","NY",1916,"New York","New York","G3500070","13","36","610",NA
"692","New York Age","New York","NY",1917,"New York","New York","G3500070","13","36","610",NA
"693","New York Age","New York","NY",1918,"New York","New York","G3500070","13","36","610",NA
"694","New York Age","New York","NY",1919,"New York","New York","G3500070","13","36","610",NA
"695","New York Age","New York","NY",1920,"New York","New York","G3500070","13","36","610",NA
"696","New York Age","New York","NY",1921,"New York","New York","G3500070","13","36","610",NA
"697","New York Age","New York","NY",1922,"New York","New York","G3500070","13","36","610",NA
"698","New York Age","New York","NY",1923,"New York","New York","G3500070","13","36","610",NA
"699","New York Age","New York","NY",1924,"New York","New York","G3500070","13","36","610",NA
"700","New York Age","New York","NY",1925,"New York","New York","G3500070","13","36","610",NA
"701","New York Age","New York","NY",1926,"New York","New York","G3500070","13","36","610",NA
"702","New York Age","New York","NY",1927,"New York","New York","G3500070","13","36","610",NA
"703","New York Age","New York","NY",1928,"New York","New York","G3500070","13","36","610",NA
"704","New York Age","New York","NY",1929,"New York","New York","G3500070","13","36","610",NA
"705","New York Age","New York","NY",1930,"New York","New York","G3500070","13","36","610",NA
"706","New York Age","New York","NY",1931,"New York","New York","G3500070","13","36","610",NA
"707","New York Age","New York","NY",1932,"New York","New York","G3500070","13","36","610",NA
"708","New York Age","New York","NY",1933,"New York","New York","G3500070","13","36","610",NA
"709","New York Age","New York","NY",1934,"New York","New York","G3500070","13","36","610",NA
"710","New York Age","New York","NY",1935,"New York","New York","G3500070","13","36","610",NA
"711","New York Age","New York","NY",1936,"New York","New York","G3500070","13","36","610",NA
"712","New York Age","New York","NY",1937,"New York","New York","G3500070","13","36","610",NA
"713","New York Age","New York","NY",1938,"New York","New York","G3500070","13","36","610",NA
"714","New York Age","New York","NY",1939,"New York","New York","G3500070","13","36","610",NA
"715","New York Age","New York","NY",1940,"New York","New York","G3500070","13","36","610",NA
"716","New York Age","New York","NY",1941,"New York","New York","G3500070","13","36","610",NA
"717","New York Age","New York","NY",1942,"New York","New York","G3500070","13","36","610",NA
"718","New York Age","New York","NY",1943,"New York","New York","G3500070","13","36","610",NA
"719","New York Age","New York","NY",1944,"New York","New York","G3500070","13","36","610",NA
"720","New York Age","New York","NY",1945,"New York","New York","G3500070","13","36","610",NA
"721","New York Age","New York","NY",1946,"New York","New York","G3500070","13","36","610",NA
"722","New York Age","New York","NY",1947,"New York","New York","G3500070","13","36","610",NA
"723","New York Age","New York","NY",1948,"New York","New York","G3500070","13","36","610",NA
"724","New York Age","New York","NY",1949,"New York","New York","G3500070","13","36","610",NA
"725","New York Age","New York","NY",1950,"New York","New York","G3500070","13","36","610",NA
"726","New York Age","New York","NY",1951,"New York","New York","G3500070","13","36","610",NA
"727","New York Age","New York","NY",1952,"New York","New York","G3500070","13","36","610",NA
"728","New York Age","New York","NY",1953,"New York","New York","G3500070","13","36","610",NA
"729","The Observer","Baton Rouge","LA",1900,"East Baton Rouge","Louisiana","G2101550","45","22","330",NA
"730","Odd Fellows' Journal","Philadelphia","PA",1900,"Philadelphia","Pennsylvania","G4100550","14","42","1010",NA
"731","Ohio Standard and Observer","Xenia","OH",1900,"Greene","Ohio","G3800450","24","39","570",NA
"732","Oil City Afro-American","Corsicana","TX",1900,"Navarro","Texas","G4802310","49","48","3490",NA
"733","The Oklahoma Guide","Guthrie","OK",1904,"Logan","Oklahoma","G3901410","53","40","830",NA
"734","The Oklahoma Guide","Guthrie","OK",1905,"Logan","Oklahoma","G3901410","53","40","830",NA
"735","The Oklahoma Guide","Guthrie","OK",1906,"Logan","Oklahoma","G3901410","53","40","830",NA
"736","The Oklahoma Guide","Guthrie","OK",1907,"Logan","Oklahoma","G3901410","53","40","830",NA
"737","The Oklahoma Guide","Guthrie","OK",1908,"Logan","Oklahoma","G3901410","53","40","830",NA
"738","The Oklahoma Guide","Guthrie","OK",1909,"Logan","Oklahoma","G3901410","53","40","830",NA
"739","The Oklahoma Guide","Guthrie","OK",1910,"Logan","Oklahoma","G3901410","53","40","830",NA
"740","The Oklahoma Guide","Guthrie","OK",1911,"Logan","Oklahoma","G3901410","53","40","830",NA
"741","The Oklahoma Guide","Guthrie","OK",1912,"Logan","Oklahoma","G3901410","53","40","830",NA
"742","The Oklahoma Guide","Guthrie","OK",1913,"Logan","Oklahoma","G3901410","53","40","830",NA
"743","The Oklahoma Guide","Guthrie","OK",1914,"Logan","Oklahoma","G3901410","53","40","830",NA
"744","The Oklahoma Guide","Guthrie","OK",1915,"Logan","Oklahoma","G3901410","53","40","830",NA
"745","The Oklahoma Guide","Guthrie","OK",1916,"Logan","Oklahoma","G3901410","53","40","830",NA
"746","The Oklahoma Guide","Guthrie","OK",1917,"Logan","Oklahoma","G3901410","53","40","830",NA
"747","The Oklahoma Guide","Guthrie","OK",1918,"Logan","Oklahoma","G3901410","53","40","830",NA
"748","The Oklahoma Guide","Guthrie","OK",1919,"Logan","Oklahoma","G3901410","53","40","830",NA
"749","The Oklahoma Guide","Guthrie","OK",1920,"Logan","Oklahoma","G3901410","53","40","830",NA
"750","The Oklahoma Guide","Guthrie","OK",1921,"Logan","Oklahoma","G3901410","53","40","830",NA
"751","The Oklahoma Guide","Guthrie","OK",1922,"Logan","Oklahoma","G3901410","53","40","830",NA
"752","The Parsons Weekly Blade","Parsons","KS",1900,"Labette","Kansas","G1901790","32","20","990",NA
"753","Paul Quinn Weekly","Waco","TX",1900,"McLennan","Texas","G4801910","49","48","3090",NA
"754","Pine Bluff Weekly Herald","Pink Bluff","AR",1900,"Jefferson","Arkansas","G0202310","42","5","690",NA
"755","Pioneer Press","Martinsburg","WV",1911,"Berkeley","West Virginia","G5101770","56","54","30",NA
"756","Pioneer Press","Martinsburg","WV",1912,"Berkeley","West Virginia","G5101770","56","54","30",NA
"757","Pioneer Press","Martinsburg","WV",1913,"Berkeley","West Virginia","G5101770","56","54","30",NA
"758","Pioneer Press","Martinsburg","WV",1914,"Berkeley","West Virginia","G5101770","56","54","30",NA
"759","Pioneer Press","Martinsburg","WV",1915,"Berkeley","West Virginia","G5101770","56","54","30",NA
"760","Pioneer Press","Martinsburg","WV",1916,"Berkeley","West Virginia","G5101770","56","54","30",NA
"761","Pioneer Press","Martinsburg","WV",1917,"Berkeley","West Virginia","G5101770","56","54","30",NA
"762","The Plaindealer","Topeka","KS",1900,"Shawnee","Kansas","G2000590","32","20","1770",NA
"763","The Portland New Age","Portland","OR",1906,"Multnomah","Oregon","G4000870","72","41","510",NA
"764","The Portland New Age","Portland","OR",1907,"Multnomah","Oregon","G4000870","72","41","510",NA
"765","The Professional World","Columbia","MO",1901,"Boone","Missouri","G2800650","34","29","190",NA
"766","The Professional World","Columbia","MO",1902,"Boone","Missouri","G2800650","34","29","190",NA
"767","The Professional World","Columbia","MO",1903,"Boone","Missouri","G2800650","34","29","190",NA
"768","Richmond Planet","Richmond","VA",1891,"Henrico","Virginia","G5105100","40","51","870",NA
"769","Richmond Planet","Richmond","VA",1891,"Chesterfield","Virginia","G4900210","40","51","410",NA
"770","Richmond Planet","Richmond","VA",1892,"Henrico","Virginia","G5105100","40","51","870",NA
"771","Richmond Planet","Richmond","VA",1892,"Chesterfield","Virginia","G4900210","40","51","410",NA
"772","Richmond Planet","Richmond","VA",1893,"Henrico","Virginia","G5105100","40","51","870",NA
"773","Richmond Planet","Richmond","VA",1893,"Chesterfield","Virginia","G4900210","40","51","410",NA
"774","The Rising Son","Kansas City","MO",1903,"Jackson","Missouri","G2801410","34","29","950",NA
"775","The Rising Son","Kansas City","MO",1904,"Jackson","Missouri","G2801410","34","29","950",NA
"776","The Rising Son","Kansas City","MO",1905,"Jackson","Missouri","G2801410","34","29","950",NA
"777","The Rising Son","Kansas City","MO",1906,"Jackson","Missouri","G2801410","34","29","950",NA
"778","The Rising Son","Kansas City","MO",1907,"Jackson","Missouri","G2801410","34","29","950",NA
"779","The Rock Hill Messenger","Rock Hill","SC",1900,"York","South Carolina","G4201170","48","45","910",NA
"780","The Seattle Republican","Seattle","WA",1900,"King","Washington","G5107350","73","53","330",NA
"781","The Seattle Republican","Seattle","WA",1901,"King","Washington","G5107350","73","53","330",NA
"782","The Seattle Republican","Seattle","WA",1902,"King","Washington","G5107350","73","53","330",NA
"783","The Seattle Republican","Seattle","WA",1903,"King","Washington","G5107350","73","53","330",NA
"784","The Seattle Republican","Seattle","WA",1904,"King","Washington","G5107350","73","53","330",NA
"785","The Seattle Republican","Seattle","WA",1905,"King","Washington","G5107350","73","53","330",NA
"786","The Seattle Republican","Seattle","WA",1906,"King","Washington","G5107350","73","53","330",NA
