,STNAME,CTYNAME,black_population,total_population,cty_percentage
803,Iowa,Calhoun County,1377512,8375494,0.1644693435
804,Iowa,Carroll County,868206,12727756,0.06821359555
805,Iowa,Cass County,526310,11375748,0.04626596862
806,Iowa,Cedar County,3894,983562,0.003959079346
807,Iowa,Cerro Gordo County,16884,1034292,0.01632421018
808,Iowa,Cherokee County,915646,11578360,0.07908252982
809,Iowa,Chickasaw County,183814,704782,0.2608097256
810,Iowa,Clarke County,1241488,4507316,0.2754384206
811,Iowa,Clay County,1402206,16836214,0.08328511386
812,Iowa,Clayton County,4704656,7068126,0.6656157516
813,Iowa,Clinton County,237318,9313182,0.02548194591
814,Iowa,Crawford County,204010,8251950,0.02472264132
815,Iowa,Dallas County,15088754,64628514,0.2334689917
816,Iowa,Davis County,111998,8281184,0.01352439458
817,Iowa,Decatur County,290132,1822880,0.1591613271
818,Iowa,Delaware County,3327660,23513044,0.1415239983
819,Iowa,Des Moines County,55278,952006,0.0580647601
820,Iowa,Dickinson County,9306,1483200,0.006274271845
821,Iowa,Dubuque County,74644,2313610,0.03226300025
822,Iowa,Emmet County,7766,1023594,0.007586992499
823,Iowa,Fayette County,2371166,18674014,0.126976771
824,Iowa,Floyd County,473650,5966948,0.07937893878
825,Iowa,Franklin County,8205618,53658684,0.1529224608
826,Iowa,Fremont County,53658,2578056,0.02081335704
827,Iowa,Greene County,1281880,18860946,0.06796477759
828,Iowa,Grundy County,24160,2072292,0.01165858865
829,Iowa,Guthrie County,1070,257694,0.004152211538
830,Iowa,Hamilton County,7236688,37006032,0.1955542815
831,Iowa,Hancock County,357836,8005512,0.04469870259
832,Iowa,Hardin County,439014,5850790,0.07503499527
833,Iowa,Harrison County,1586804,10368244,0.1530446236
834,Iowa,Henry County,2850166,12125520,0.2350551564
835,Iowa,Howard County,1725344,11276926,0.152997723
836,Iowa,Humboldt County,49730,3886286,0.01279627902
837,Iowa,Ida County,664,166638,0.003984685366
838,Iowa,Iowa County,5914,956218,0.006184782131
839,Iowa,Jackson County,5952394,41466070,0.1435485446
840,Iowa,Jasper County,797952,7028740,0.1135270333
841,Iowa,Jefferson County,15107612,76885430,0.1964951227
842,Iowa,Johnson County,1323588,28732174,0.04606640625
843,Iowa,Jones County,797944,3555556,0.2244217219
844,Iowa,Keokuk County,1366,246090,0.005550814743
845,Iowa,Kossuth County,2798,362100,0.007727147197
846,Iowa,Lee County,3977428,28438850,0.1398589605
847,Iowa,Linn County,300252,8785270,0.03417675268
848,Iowa,Louisa County,141254,1116552,0.1265091102
849,Iowa,Lucas County,2073764,10613176,0.1953952332
850,Iowa,Lyon County,68438,3189188,0.02145938088
851,Iowa,Madison County,5304308,33135078,0.1600813494
852,Iowa,Mahaska County,8818,537554,0.01640393337
853,Iowa,Marion County,8719650,48666138,0.1791728368
854,Iowa,Marshall County,570840,8779542,0.065019337
855,Iowa,Mills County,3322,476072,0.006977936111
856,Iowa,Mitchell County,287382,1515738,0.1895987301
857,Iowa,Monona County,1052,212684,0.004946305317
858,Iowa,Monroe County,4610660,37336686,0.1234887317
859,Iowa,Montgomery County,14663838,88804858,0.1651242773
860,Iowa,Muscatine County,25526,1027334,0.02484683657
861,Iowa,O'Brien County,3602,334988,0.01075262397
862,Iowa,Osceola County,1087752,8653314,0.1257035166
863,Iowa,Page County,21568,942788,0.02287682915
864,Iowa,Palo Alto County,2942,217998,0.01349553666
865,Iowa,Plymouth County,1306780,12858890,0.1016246348
866,Iowa,Pocahontas County,3808,370688,0.01027279006
867,Iowa,Polk County,3647332,35410710,0.1030008153
868,Iowa,Pottawattamie County,36784,2241016,0.01641398366
869,Iowa,Poweshiek County,6578,445038,0.01478076029
870,Iowa,Ringgold County,652,119040,0.005477150538
871,Iowa,Sac County,800,237870,0.00336318157
872,Iowa,Scott County,910316,12520840,0.07270406778
873,Iowa,Shelby County,12929384,32414764,0.3988733035
874,Iowa,Sioux County,6450,964844,0.006685018511
875,Iowa,Story County,64932,2288604,0.02837188085
876,Iowa,Tama County,2838,412806,0.006874900074
877,Iowa,Taylor County,486008,5644554,0.08610210833
878,Iowa,Union County,4679118,27003340,0.1732792314
879,Iowa,Van Buren County,76770,2526914,0.03038093105
880,Iowa,Wapello County,26308,846974,0.03106116599
881,Iowa,Warren County,1618818,19770854,0.08187901241
882,Iowa,Washington County,3336744,61811224,0.0539828171
883,Iowa,Wayne County,18314310,57520294,0.3183973642
884,Iowa,Webster County,134598,2705794,0.04974436339
885,Iowa,Winnebago County,1009712,11224228,0.08995825815
886,Iowa,Winneshiek County,3972,491660,0.00807875361
887,Iowa,Woodbury County,86780,2462454,0.03524126745
888,Iowa,Worth County,143472,726424,0.1975044877
889,Iowa,Wright County,49718,3926538,0.01266204478
890,Kansas,Allen County,1391770,12162636,0.114429964
891,Kansas,Anderson County,1156774,8626822,0.1340903985
892,Kansas,Atchison County,20128,521968,0.03856175091
893,Kansas,Barber County,884,112314,0.007870790819
894,Kansas,Barton County,13736,929970,0.01477036894
895,Kansas,Bourbon County,40102,833414,0.0481177422
896,Kansas,Brown County,267768,10509984,0.02547748883
897,Kansas,Butler County,1133246,17488504,0.06479948199
898,Kansas,Chase County,1242,158272,0.007847250303
899,Kansas,Chautauqua County,84876,3205184,0.02648085102
900,Kansas,Cherokee County,915646,11578360,0.07908252982
901,Kansas,Cheyenne County,1694,341326,0.004962997252
902,Kansas,Clark County,7190408,71104570,0.1011244144
903,Kansas,Clay County,1402206,16836214,0.08328511386
904,Kansas,Cloud County,2046,218180,0.009377578146
905,Kansas,Coffey County,1614,199772,0.0080792103
906,Kansas,Comanche County,525304,3328964,0.1577980417
907,Kansas,Cowley County,24654,853836,0.02887439743
908,Kansas,Crawford County,204010,8251950,0.02472264132
909,Kansas,Decatur County,290132,1822880,0.1591613271
910,Kansas,Dickinson County,9306,1483200,0.006274271845
911,Kansas,Doniphan County,6110,185850,0.03287597525
912,Kansas,Douglas County,3364802,34766672,0.09678240126
913,Kansas,Edwards County,2388,273120,0.00874340949
914,Kansas,Elk County,3194,800296,0.003991023321
915,Kansas,Ellis County,443714,4833484,0.09180003492
916,Kansas,Ellsworth County,7702,150842,0.05106004959
917,Kansas,Finney County,31590,881622,0.03583168297
918,Kansas,Ford County,26734,1141082,0.02342864054
919,Kansas,Franklin County,8205618,53658684,0.1529224608
920,Kansas,Geary County,154654,834788,0.1852614077
921,Kansas,Gove County,408,64412,0.006334223437
922,Kansas,Graham County,20450,1177994,0.01736002051
923,Kansas,Grant County,209572,7955664,0.02634249008
924,Kansas,Gray County,30692,684114,0.04486386772
925,Kansas,Greeley County,596,88202,0.00675721639
926,Kansas,Greenwood County,542490,1836190,0.295443282
927,Kansas,Hamilton County,7236688,37006032,0.1955542815
928,Kansas,Harper County,1198,226314,0.005293530228
929,Kansas,Harvey County,15036,829834,0.01811928651
930,Kansas,Haskell County,9120,542816,0.01680127336
931,Kansas,Hodgeman County,582,44596,0.0130504978
932,Kansas,Jackson County,5952394,41466070,0.1435485446
933,Kansas,Jefferson County,15107612,76885430,0.1964951227
934,Kansas,Jewell County,182,70774,0.002571565829
935,Kansas,Johnson County,1323588,28732174,0.04606640625
936,Kansas,Kearny County,920,93618,0.009827169989
937,Kansas,Kingman County,548,179130,0.003059230726
938,Kansas,Kiowa County,10610,311570,0.03405334275
939,Kansas,Labette County,21482,491374,0.04371822685
940,Kansas,Lane County,101032,8857138,0.01140684497
941,Kansas,Leavenworth County,181074,1914364,0.09458702734
942,Kansas,Lincoln County,699984,14445444,0.04845707754
943,Kansas,Linn County,300252,8785270,0.03417675268
944,Kansas,Logan County,260124,5546610,0.04689783489
945,Kansas,Lyon County,68438,3189188,0.02145938088
946,Kansas,McPherson County,8482,761528,0.01113813281
947,Kansas,Marion County,8719650,48666138,0.1791728368
948,Kansas,Marshall County,570840,8779542,0.065019337
949,Kansas,Meade County,38376,1442632,0.02660137859
950,Kansas,Miami County,109926,4178252,0.02630908811
951,Kansas,Mitchell County,287382,1515738,0.1895987301
952,Kansas,Montgomery County,14663838,88804858,0.1651242773
953,Kansas,Morris County,497924,12283282,0.040536723
954,Kansas,Morton County,8176,787842,0.01037771533
955,Kansas,Nemaha County,3786,412222,0.009184371528
956,Kansas,Neosho County,4910,388684,0.01263236974
957,Kansas,Ness County,562,70916,0.007924868859
958,Kansas,Norton County,4246,132060,0.0321520521
959,Kansas,Osage County,132424,1845920,0.07173875358
960,Kansas,Osborne County,302,87178,0.003464176742
961,Kansas,Ottawa County,140862,8629492,0.01632332471
962,Kansas,Pawnee County,12010,620170,0.0193656578
963,Kansas,Phillips County,292716,796764,0.3673810564
964,Kansas,Pottawatomie County,58738,2280040,0.02576182874
965,Kansas,Pratt County,3400,228042,0.01490953421
966,Kansas,Rawlins County,398,60188,0.00661261381
967,Kansas,Reno County,49322,1517146,0.0325097255
968,Kansas,Republic County,808,112866,0.007158931831
969,Kansas,Rice County,83092,1810168,0.04590292172
970,Kansas,Riley County,122738,1793600,0.06843108831
971,Kansas,Rooks County,814,121950,0.006674866749
972,Kansas,Rush County,4134,478628,0.008637187962
973,Kansas,Russell County,621900,2638864,0.2356695912
974,Kansas,Saline County,302040,5602418,0.05391243567
975,Kansas,Scott County,910316,12520840,0.07270406778
976,Kansas,Sedgwick County,1149026,12311160,0.09333206619
977,Kansas,Seward County,27274,949308,0.02873040151
978,Kansas,Shawnee County,369424,4270434,0.0865073667
979,Kansas,Sheridan County,6976,1021570,0.006828704837
980,Kansas,Sherman County,2892,331294,0.008729406509
981,Kansas,Smith County,1067096,6309970,0.1691126899
982,Kansas,Stafford County,647444,3538456,0.1829735907
983,Kansas,Stanton County,1836,194570,0.00943619263
984,Kansas,Stevens County,9080,1436080,0.006322767534
985,Kansas,Sumner County,324606,4839498,0.06707431225
986,Kansas,Thomas County,395008,1275590,0.3096668992
987,Kansas,Trego County,462,68826,0.006712579548
988,Kansas,Wabaunsee County,1176,166396,0.007067477584
989,Kansas,Wallace County,278,36336,0.007650814619
990,Kansas,Washington County,3336744,61811224,0.0539828171
991,Kansas,Wichita County,346648,3220238,0.1076467019
992,Kansas,Wilson County,1028712,6463820,0.1591492337
993,Kansas,Woodson County,416,76122,0.005464911589
994,Kansas,Wyandotte County,937288,3909886,0.2397225904
995,Kentucky,Adair County,33134,1783908,0.0185738278
996,Kentucky,Allen County,1391770,12162636,0.114429964
997,Kentucky,Anderson County,1156774,8626822,0.1340903985
998,Kentucky,Ballard County,6350,193556,0.03280704292
999,Kentucky,Barren County,41862,1042104,0.04017065475
1000,Kentucky,Bath County,8826,398100,0.02217030897
1001,Kentucky,Bell County,1945268,8843626,0.2199627167
1002,Kentucky,Boone County,579268,12294946,0.04711431835
1003,Kentucky,Bourbon County,40102,833414,0.0481177422
1004,Kentucky,Boyd County,33362,1203492,0.02772099856
1005,Kentucky,Boyle County,55962,713040,0.07848367553
1006,Kentucky,Bracken County,1230,200848,0.006124034095
1007,Kentucky,Breathitt County,1462,316176,0.004624006882
1008,Kentucky,Breckinridge County,10260,484596,0.02117227546
1009,Kentucky,Bullitt County,21118,1891902,0.01116231179
1010,Kentucky,Butler County,1133246,17488504,0.06479948199
1011,Kentucky,Caldwell County,184070,3481110,0.05287681228
1012,Kentucky,Calloway County,36892,925934,0.03984301257
1013,Kentucky,Campbell County,269116,5682434,0.04735928301
1014,Kentucky,Carlisle County,1460,116614,0.01251993757
1015,Kentucky,Carroll County,868206,12727756,0.06821359555
1016,Kentucky,Carter County,104446,3351834,0.03116085104
1017,Kentucky,Casey County,3212,382920,0.008388175076
1018,Kentucky,Christian County,404908,4563886,0.08872000747
1019,Kentucky,Clark County,7190408,71104570,0.1011244144
1020,Kentucky,Clay County,1402206,16836214,0.08328511386
1021,Kentucky,Clinton County,237318,9313182,0.02548194591
1022,Kentucky,Crittenden County,627950,1396254,0.4497390876
1023,Kentucky,Cumberland County,4396326,26604214,0.1652492346
1024,Kentucky,Daviess County,129764,3376488,0.03843164851
1025,Kentucky,Edmonson County,5224,291790,0.01790328661
1026,Kentucky,Elliott County,6594,181190,0.03639273691
1027,Kentucky,Estill County,1182,344590,0.003430163383
1028,Kentucky,Fayette County,2371166,18674014,0.126976771
1029,Kentucky,Fleming County,5084,348390,0.01459284136
1030,Kentucky,Floyd County,473650,5966948,0.07937893878
1031,Kentucky,Franklin County,8205618,53658684,0.1529224608
1032,Kentucky,Fulton County,10967506,28762146,0.3813173746
1033,Kentucky,Gallatin County,14934,2813586,0.005307817142
1034,Kentucky,Garrard County,8780,415026,0.02115530111
1035,Kentucky,Grant County,209572,7955664,0.02634249008
1036,Kentucky,Graves County,39048,894456,0.04365558507
1037,Kentucky,Grayson County,213030,4083748,0.0521653148
1038,Kentucky,Green County,11298,1149614,0.009827646497
1039,Kentucky,Greenup County,7210,862130,0.008363007899
1040,Kentucky,Hancock County,357836,8005512,0.04469870259
1041,Kentucky,Hardin County,439014,5850790,0.07503499527
1042,Kentucky,Harlan County,13952,738324,0.01889685287
1043,Kentucky,Harrison County,1586804,10368244,0.1530446236
1044,Kentucky,Hart County,136930,1064320,0.1286549158
1045,Kentucky,Henderson County,354562,6580512,0.0538806099
1046,Kentucky,Henry County,2850166,12125520,0.2350551564
1047,Kentucky,Hickman County,38944,703744,0.05533830484
1048,Kentucky,Hopkins County,136754,1964674,0.06960645888
1049,Kentucky,Jackson County,5952394,41466070,0.1435485446
1050,Kentucky,Jefferson County,15107612,76885430,0.1964951227
1051,Kentucky,Jessamine County,48402,1242630,0.03895125661
1052,Kentucky,Johnson County,1323588,28732174,0.04606640625
1053,Kentucky,Kenton County,191506,3949014,0.04849463689
1054,Kentucky,Knott County,3338,372592,0.008958861167
1055,Kentucky,Knox County,1136358,16617592,0.06838283188
1056,Kentucky,Larue County,10464,340916,0.03069377794
1057,Kentucky,Laurel County,10896,1443548,0.007548069063
1058,Kentucky,Lawrence County,378764,9495386,0.03988926832
1059,Kentucky,Lee County,3977428,28438850,0.1398589605
1060,Kentucky,Leslie County,812,252534,0.003215408618
1061,Kentucky,Letcher County,2722,547662,0.004970218858
1062,Kentucky,Lewis County,37042,3840540,0.009644997839
1063,Kentucky,Lincoln County,699984,14445444,0.04845707754
1064,Kentucky,Livingston County,121980,7497532,0.0162693537
1065,Kentucky,Logan County,260124,5546610,0.04689783489
1066,Kentucky,Lyon County,68438,3189188,0.02145938088
1067,Kentucky,McCracken County,173368,1571456,0.1103231653
1068,Kentucky,McCreary County,24504,424484,0.05772655742
1069,Kentucky,McLean County,330872,4586414,0.07214176479
1070,Kentucky,Madison County,5304308,33135078,0.1600813494
1071,Kentucky,Magoffin County,662,304214,0.002176099719
1072,Kentucky,Marion County,8719650,48666138,0.1791728368
1073,Kentucky,Marshall County,570840,8779542,0.065019337
1074,Kentucky,Martin County,475172,5438430,0.08737301023
1075,Kentucky,Mason County,59754,3703608,0.0161339969
1076,Kentucky,Meade County,38376,1442632,0.02660137859
1077,Kentucky,Menifee County,4094,153902,0.02660134371
1078,Kentucky,Mercer County,2167436,15166986,0.1429048593
1079,Kentucky,Metcalfe County,4180,240770,0.0173609669
1080,Kentucky,Monroe County,4610660,37336686,0.1234887317
1081,Kentucky,Montgomery County,14663838,88804858,0.1651242773
1082,Kentucky,Morgan County,602266,8869524,0.06790285476
1083,Kentucky,Muhlenberg County,35648,746120,0.04777783735
1084,Kentucky,Nelson County,98068,1512034,0.06485832991
1085,Kentucky,Nicholas County,3816,780300,0.004890426759
1086,Kentucky,Ohio County,44742,1746028,0.02562501861
1087,Kentucky,Oldham County,71408,1599124,0.04465444831
1088,Kentucky,Owen County,4888,764424,0.006394357058
1089,Kentucky,Owsley County,528,108468,0.00486779511
1090,Kentucky,Pendleton County,6354,522746,0.01215504279
1091,Kentucky,Perry County,306678,5013282,0.06117309978
1092,Kentucky,Pike County,1001028,7055636,0.1418763666
1093,Kentucky,Powell County,4388,462508,0.009487403461
1094,Kentucky,Pulaski County,3802972,13747644,0.2766271806
1095,Kentucky,Robertson County,212050,2118264,0.1001055581
1096,Kentucky,Rockcastle County,1310,404986,0.003234679717
1097,Kentucky,Rowan County,567386,3932860,0.144268039
1098,Kentucky,Russell County,621900,2638864,0.2356695912
1099,Kentucky,Scott County,910316,12520840,0.07270406778
1100,Kentucky,Shelby County,12929384,32414764,0.3988733035
1101,Kentucky,Simpson County,270602,1082232,0.2500406567
1102,Kentucky,Spencer County,11496,933358,0.01231681734
1103,Kentucky,Taylor County,486008,5644554,0.08610210833
1104,Kentucky,Todd County,27994,1130910,0.02475351708
1105,Kentucky,Trigg County,25380,346378,0.07327255195
1106,Kentucky,Trimble County,1498,207698,0.00721239492
1107,Kentucky,Union County,4679118,27003340,0.1732792314
1108,Kentucky,Warren County,1618818,19770854,0.08187901241
1109,Kentucky,Washington County,3336744,61811224,0.0539828171
1110,Kentucky,Wayne County,18314310,57520294,0.3183973642
1111,Kentucky,Webster County,134598,2705794,0.04974436339
1112,Kentucky,Whitley County,10530,1673788,0.006291119305
1113,Kentucky,Wolfe County,510,173522,0.002939108586
1114,Kentucky,Woodford County,37130,1550216,0.02395150095
1115,Louisiana,Acadia Parish,270272,1494650,0.1808262804
1116,Louisiana,Allen Parish,140354,614864,0.228268365
1117,Louisiana,Ascension Parish,666122,2870428,0.2320636504
1118,Louisiana,Assumption Parish,162242,543318,0.2986133351
1119,Louisiana,Avoyelles Parish,292814,982524,0.2980222366
1120,Louisiana,Beauregard Parish,112196,884362,0.1268665999
1121,Louisiana,Bienville Parish,138096,328712,0.4201124389
1122,Louisiana,Bossier Parish,662290,2995406,0.2211019141
1123,Louisiana,Caddo Parish,2924316,5968358,0.4899699381
1124,Louisiana,Calcasieu Parish,1220478,4780128,0.2553232884
1125,Louisiana,Caldwell Parish,39382,239942,0.1641313317
1126,Louisiana,Cameron Parish,5896,164592,0.03582191115
1127,Louisiana,Catahoula Parish,74126,237110,0.3126228333
1128,Louisiana,Claiborne Parish,200840,390342,0.5145231617
1129,Louisiana,Concordia Parish,193572,480216,0.4030936079
1130,Louisiana,De Soto Parish,240876,652754,0.3690149735
1131,Louisiana,East Baton Rouge Parish,4947984,10634668,0.4652692496
1132,Louisiana,East Carroll Parish,118718,173154,0.6856208924
1133,Louisiana,East Feliciana Parish,204714,467978,0.4374436405
1134,Louisiana,Evangeline Parish,229350,807260,0.2841092089
1135,Louisiana,Franklin Parish,156306,487754,0.3204607241
1136,Louisiana,Grant Parish,83190,536278,0.1551247674
1137,Louisiana,Iberia Parish,564212,1726512,0.3267929791
1138,Louisiana,Iberville Parish,386342,790216,0.4889068305
1139,Louisiana,Jackson Parish,110624,383654,0.2883431425
1140,Louisiana,Jefferson Parish,2875152,10424762,0.2758002533
1141,Louisiana,Jefferson Davis Parish,126432,754632,0.1675412651
1142,Louisiana,Lafayette Parish,1503942,5694090,0.2641233279
1143,Louisiana,Lafourche Parish,316716,2343144,0.1351671088
1144,Louisiana,LaSalle Parish,43130,358238,0.1203948213
1145,Louisiana,Lincoln Parish,462102,1130292,0.4088341774
1146,Louisiana,Livingston Parish,207602,3283520,0.06322544099
1147,Louisiana,Madison Parish,172568,276042,0.6251512451
1148,Louisiana,Morehouse Parish,298926,625918,0.4775801303
1149,Louisiana,Natchitoches Parish,387286,931682,0.4156847508
1150,Louisiana,Orleans Parish,5533778,9156268,0.6043704706
1151,Louisiana,Ouachita Parish,1392578,3718822,0.3744675061
1152,Louisiana,Plaquemines Parish,116402,561054,0.2074702257
1153,Louisiana,Pointe Coupee Parish,190226,532466,0.3572547355
1154,Louisiana,Rapides Parish,1011316,3145990,0.3214619245
1155,Louisiana,Red River Parish,82784,208584,0.3968856672
1156,Louisiana,Richland Parish,176654,492202,0.35890549
1157,Louisiana,Sabine Parish,95996,577964,0.1660933899
1158,Louisiana,St. Bernard Parish,238106,1064388,0.223702259
1159,Louisiana,St. Charles Parish,336112,1265672,0.2655601135
1160,Louisiana,St. Helena Parish,133546,252318,0.5292765478
1161,Louisiana,St. James Parish,252786,513198,0.4925701191
1162,Louisiana,St. John the Baptist Parish,591442,1048082,0.5643088995
1163,Louisiana,St. Landry Parish,830822,1993776,0.4167077947
1164,Louisiana,St. Martin Parish,387592,1278034,0.3032720569
1165,Louisiana,St. Mary Parish,402928,1241680,0.3245022872
1166,Louisiana,St. Tammany Parish,733102,6004864,0.1220846967
1167,Louisiana,Tangipahoa Parish,946730,3108546,0.3045571788
1168,Louisiana,Tensas Parish,61762,112504,0.5489760364
1169,Louisiana,Terrebonne Parish,512658,2684000,0.1910052161
1170,Louisiana,Union Parish,139604,538300,0.2593423741
1171,Louisiana,Vermilion Parish,206582,1424076,0.145063887
1172,Louisiana,Vernon Parish,178096,1222192,0.1457185123
1173,Louisiana,Washington Parish,341952,1114936,0.3067010124
1174,Louisiana,Webster Parish,324364,952946,0.3403802524
1175,Louisiana,West Baton Rouge Parish,238690,612952,0.3894105901
1176,Louisiana,West Carroll Parish,42522,268472,0.158385232
1177,Louisiana,West Feliciana Parish,168082,371032,0.4530121391
1178,Louisiana,Winn Parish,107704,349138,0.3084854699
1179,Maine,Androscoggin County,108696,2585884,0.04203436813
1180,Maine,Aroostook County,15320,1653026,0.009267851806
1181,Maine,Cumberland County,4396326,26604214,0.1652492346
1182,Maine,Franklin County,8205618,53658684,0.1529224608
1183,Maine,Hancock County,357836,8005512,0.04469870259
1184,Maine,Kennebec County,20612,2925248,0.007046240182
1185,Maine,Knox County,1136358,16617592,0.06838283188
1186,Maine,Lincoln County,699984,14445444,0.04845707754
1187,Maine,Oxford County,7048,1383572,0.00509406088
1188,Maine,Penobscot County,33432,3659706,0.009135160037
1189,Maine,Piscataquis County,2096,409268,0.005121338585
1190,Maine,Sagadahoc County,7334,850782,0.008620304614
1191,Maine,Somerset County,1112742,11544956,0.09638339029
1192,Maine,Waldo County,4732,944698,0.00500900817
1193,Maine,Washington County,3336744,61811224,0.0539828171
1194,Maine,York County,2168610,23621230,0.09180766624
1195,Maryland,Allegany County,155358,2868116,0.0541672652
1196,Maryland,Anne Arundel County,2321506,13544652,0.1713965039
1197,Maryland,Baltimore County,5660842,19763000,0.286436371
1198,Maryland,Calvert County,289626,2186416,0.1324660998
1199,Maryland,Caroline County,312838,1510244,0.2071440112
1200,Maryland,Carroll County,868206,12727756,0.06821359555
1201,Maryland,Cecil County,168774,2458046,0.0686618558
1202,Maryland,Charles County,1740414,3763258,0.4624753339
1203,Maryland,Dorchester County,1168418,4452538,0.262416177
1204,Maryland,Frederick County,679792,8004336,0.08492796904
1205,Maryland,Garrett County,7136,708138,0.01007713186
1206,Maryland,Harford County,837400,6027876,0.1389212386
1207,Maryland,Howard County,1725344,11276926,0.152997723
1208,Maryland,Kent County,2842286,23900526,0.1189214832
1209,Maryland,Montgomery County,14663838,88804858,0.1651242773
1210,Maryland,Prince George's County,14052686,21571046,0.6514605736
1211,Maryland,Queen Anne's County,77950,1185582,0.06574829915
1212,Maryland,St. Mary's County,387462,2665966,0.1453364371
1213,Maryland,Somerset County,1112742,11544956,0.09638339029
1214,Maryland,Talbot County,203188,1053084,0.192945672
1215,Maryland,Washington County,3336744,61811224,0.0539828171
1216,Maryland,Wicomico County,643644,2447814,0.2629464494
1217,Maryland,Worcester County,1261716,20882052,0.06042107356
1218,Maryland,Baltimore city,9304438,14667484,0.634358149
1219,Massachusetts,Barnstable County,149958,5139994,0.02917474223
1220,Massachusetts,Berkshire County,101084,3066124,0.03296800782
1221,Massachusetts,Bristol County,711770,14570388,0.04885044928
1222,Massachusetts,Dukes County,17010,413036,0.04118285089
1223,Massachusetts,Essex County,9389242,38946152,0.241082662
1224,Massachusetts,Franklin County,8205618,53658684,0.1529224608
1225,Massachusetts,Hampden County,1208138,11204094,0.1078300486
1226,Massachusetts,Hampshire County,131688,4425190,0.02975872222
1227,Massachusetts,Middlesex County,4649210,61800822,0.07522893466
1228,Massachusetts,Nantucket County,25378,260710,0.09734187411
1229,Massachusetts,Norfolk County,1200356,16675226,0.0719843917
1230,Massachusetts,Plymouth County,1306780,12858890,0.1016246348
1231,Massachusetts,Suffolk County,7646036,54400812,0.1405500344
1232,Massachusetts,Worcester County,1261716,20882052,0.06042107356
1233,Michigan,Alcona County,894,252016,0.003547393816
1234,Michigan,Alger County,15606,222336,0.07019106218
1235,Michigan,Allegan County,39456,2755992,0.01431644214
1236,Michigan,Alpena County,3030,690124,0.004390515328
1237,Michigan,Antrim County,1594,558686,0.002853123221
1238,Michigan,Arenac County,1388,366146,0.003790837535
1239,Michigan,Baraga County,15698,204522,0.07675457897
1240,Michigan,Barry County,12382,2296472,0.005391748735
1241,Michigan,Bay County,525292,6756522,0.0777459172
1242,Michigan,Benzie County,2474,421506,0.005869430091
1243,Michigan,Berrien County,613778,4180316,0.1468257424
1244,Michigan,Branch County,23588,1048902,0.02248827822
1245,Michigan,Calhoun County,1377512,8375494,0.1644693435
1246,Michigan,Cass County,526310,11375748,0.04626596862
1247,Michigan,Charlevoix County,2868,628158,0.004565730278
1248,Michigan,Cheboygan County,3894,613690,0.006345223158
1249,Michigan,Chippewa County,89934,2727918,0.03296799977
1250,Michigan,Clare County,4714,737706,0.006390079517
1251,Michigan,Clinton County,237318,9313182,0.02548194591
1252,Michigan,Crawford County,204010,8251950,0.02472264132
1253,Michigan,Delta County,17248,1730710,0.009965852165
1254,Michigan,Dickinson County,9306,1483200,0.006274271845
1255,Michigan,Eaton County,181720,2616374,0.06945490209
1256,Michigan,Emmet County,7766,1023594,0.007586992499
1257,Michigan,Genesee County,2074348,11288720,0.1837540483
1258,Michigan,Gladwin County,2650,610878,0.004338018393
1259,Michigan,Gogebic County,12542,366422,0.03422829415
1260,Michigan,Grand Traverse County,22886,2187916,0.0104601822
1261,Michigan,Gratiot County,57892,990282,0.0584601154
1262,Michigan,Hillsdale County,6998,1103372,0.006342375917
1263,Michigan,Houghton County,7824,868848,0.009005027347
1264,Michigan,Huron County,22634,2168024,0.01043992133
1265,Michigan,Ingham County,845030,6900764,0.1224545572
1266,Michigan,Ionia County,73940,1541054,0.04798014865
1267,Michigan,Iosco County,4076,608768,0.006695489907
1268,Michigan,Iron County,12750,1864822,0.006837113676
1269,Michigan,Isabella County,44544,1688296,0.02638399901
1270,Michigan,Jackson County,5952394,41466070,0.1435485446
1271,Michigan,Kalamazoo County,722588,6245388,0.1156994569
1272,Michigan,Kalkaska County,2328,419970,0.00554325309
1273,Michigan,Kent County,2842286,23900526,0.1189214832
1274,Michigan,Keweenaw County,146,51164,0.002853568916
1275,Michigan,Lake County,5438506,45738584,0.1189041182
1276,Michigan,Lapeer County,24794,2113958,0.01172870984
1277,Michigan,Leelanau County,2848,518410,0.005493721186
1278,Michigan,Lenawee County,66448,2367402,0.0280678989
1279,Michigan,Livingston County,121980,7497532,0.0162693537
1280,Michigan,Luce County,17470,153072,0.1141292986
1281,Michigan,Mackinac County,6004,261454,0.02296388657
1282,Michigan,Macomb County,2328240,20692894,0.1125139867
1283,Michigan,Manistee County,19280,589576,0.03270146682
1284,Michigan,Marquette County,29134,1974406,0.01475583036
1285,Michigan,Mason County,59754,3703608,0.0161339969
1286,Michigan,Mecosta County,29022,1041078,0.02787687378
1287,Michigan,Menominee County,3612,666558,0.005418883278
1288,Michigan,Midland County,293632,5865532,0.05006059126
1289,Michigan,Missaukee County,1702,360332,0.004723421733
1290,Michigan,Monroe County,4610660,37336686,0.1234887317
1291,Michigan,Montcalm County,36060,1518398,0.02374871411
1292,Michigan,Montmorency County,844,225180,0.003748112621
1293,Michigan,Muskegon County,591632,4143164,0.1427971473
1294,Michigan,Newaygo County,13556,1161724,0.01166886455
1295,Michigan,Oakland County,4193586,29790304,0.1407701647
1296,Michigan,Oceana County,5762,635404,0.009068246344
1297,Michigan,Ogemaw County,1622,505672,0.00320761284
